,title,reviews,scores,genres
0,Merge Dinosaurs Master,재미없다,,캐주얼 게임
1,머지 마스터 - 퓨전 배틀,완전 재밌게 했어용 이게임 깔아용,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.3개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 30.000019073486328%""></div></div></div></div>",아케이드
2,머지 마스터 - 퓨전 배틀,광고랑은 엄청 달라요! 케로로 팡팡 하세요!,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.3개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 30.000019073486328%""></div></div></div></div>",아케이드
3,머지 마스터 - 퓨전 배틀,나나나,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.3개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 30.000019073486328%""></div></div></div></div>",아케이드
4,Soccer Runner,게임이엄청재밌음광고별로없음,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.2개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 19.999980926513672%""></div></div></div></div>",스포츠
5,Brain Find: Tricky DOP Puzzle,재미있는 게임,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.3개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 28.571414947509766%""></div></div></div></div>",퍼즐
6,"말랑이 온라인 - 말랑이 거래, 게임 만들기","이 게임 정말 강추입니다! 일단 온라인으로 말랑이 거래를 할수 있다는 게 정말 재밌습니다. 그리고 점점 업뎃을 할수록 좋은 기능이 많아지는 것이 정말 좋아요. 다만 추가됐으면 하는 점은 일단 1.말랑이를 실수로 놓았을때 뺄수 있는 기능 예)실수로 놓았을때 빼면 좋다 2.친구가 있는지 확인하는 것, 예)온라인 중,오프라인 중처럼 확인하는 것 3.신상알수있는 기능 예)신상을 알수있도록 따로 신상 알기 버튼,기간등을 하면 좋을것같다 이렇게 있습니다. 꼭 해주셨으면 합니다. 하지만 한정 모으는 게 재밌고 거래하는 것이 좋기 때문에 강추!!...
전체 리뷰","<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 81.25%""></div></div></div></div>",시뮬레이션
7,"말랑이 온라인 - 말랑이 거래, 게임 만들기",이건 진짜 추천이요!! 좋은점은 말랑이가 다양하고 가끔 이벤트도 여는게 넘 좋아요! 모험에서하는 점프맵?도 넘 재밌고 유튭으로 이 앱에 버그가 났는지 상황도 알려주고 넘 친절함!! 이렇게 좋은앱은 못봤다...다만 오류가 있거나 버그가 있을때도 있지만 그래도 좋은점이 더 많은 앱임!! 추천추천!!,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 81.25%""></div></div></div></div>",시뮬레이션
8,"말랑이 온라인 - 말랑이 거래, 게임 만들기","거의 8개월 정도 플레이한 유저입니다. 장단점이 있는데요. 일단 장점은 이모티콘 기능이 있단겁니다. 얼마전까진 없었는데 업댓을 통해 기능이 생겨 좋았습니다. 그리고 가지고 있는 것 검색도 가능하단게 좋아요. 다음 단점은.. 좀 많지만 추려서 말할게요. 아무리 아이템을 올려도 받아주질 않습니다.. 아이템 만들어서 올리는 기능이 생겨서 세네개 정도 만들었는데 몇달이 지나도 올라오지 않더라구요.. 이런부분들도 좀 신경써줬으면 하네요. 그리고 거래를 할때 상대방의 아이템 좀 보이는 시스템을 넣어주셨음하네요.. 거지라면서 기부해달라고 사기치...
전체 리뷰","<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 81.25%""></div></div></div></div>",시뮬레이션
9,"말랑이 온라인 - 말랑이 거래, 게임 만들기","와너무 좋아여... 아 그리고 거래소에 올렸다 빼는 기능이있는걸 원하시는 분들은 들어주셔야되요. 1.빼는 기능이 있다면 (예시상황) 우옷!한우를 곰호하나에 판다고? 들어가야징! 수락중.. 상대방이 한우를빼고 잡을 냄 곰호 사기 피해자됨. 이럴 수 있지않을까여..? 그리고 갠적 추가사항 원하는거! 이모티콘에 고민하는 구름(?)캐릭터를 추가하면 좋겠다. 모험 방 만들 때 친구초대 기능이있다면 좋겠다. 꼭 원하는 부분. 최근 업데이트 전에 거래할 때도 설명을 볼 수있을 때 처럼 다시 그 기능이 있다면좋겠다. 최근업데이트전에 거래창에서 말...
전체 리뷰","<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 81.25%""></div></div></div></div>",시뮬레이션
